name,released,metacritic,rating,ratings_count,playtime,Platform,Genre,Publisher,NA_Sales(MM),EU_Sales(MM),JP_Sales(MM),Other_Sales(MM),Global_Sales(MM),price,Platform_Group
NHL 11,2010-09-07,88.0,3.6,29,0,PS3,Sports,Electronic Arts,0.4,0.13,0.0,0.07,0.6,,PlayStation Consoles
Football Manager 2014,2013-10-30,85.0,4.1,47,62,PC,Sports,Sega,0.0,0.6,0.0,0.1,0.71,,PC
Football Manager 2014,2013-10-30,85.0,4.1,47,62,PSV,Sports,Sega,0.0,0.1,0.0,0.04,0.14,,Handhelds
Darkstalkers Resurrection,2013-03-12,81.0,3.72,39,1,PS3,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,,PlayStation Consoles
Green Day: Rock Band,2010-06-04,76.0,4.14,28,9,PS3,Misc,MTV Games,0.19,0.16,0.0,0.07,0.42,,PlayStation Consoles
Green Day: Rock Band,2010-06-04,76.0,4.14,28,9,X360,Misc,MTV Games,0.24,0.13,0.0,0.04,0.41,,Xbox Consoles
Green Day: Rock Band,2010-06-04,76.0,4.14,28,9,Wii,Misc,MTV Games,0.22,0.12,0.0,0.03,0.38,,Wii Series
Skylanders SWAP Force,2013-10-13,80.0,3.48,27,0,Wii,Platform,Activision,1.32,0.83,0.0,0.2,2.34,,Wii Series
Skylanders SWAP Force,2013-10-13,80.0,3.48,27,0,X360,Platform,Activision,0.86,0.36,0.0,0.11,1.33,,Xbox Consoles
Skylanders SWAP Force,2013-10-13,80.0,3.48,27,0,PS3,Platform,Activision,0.43,0.44,0.0,0.2,1.07,,PlayStation Consoles
Skylanders SWAP Force,2013-10-13,80.0,3.48,27,0,WiiU,Platform,Activision,0.4,0.15,0.0,0.06,0.6,,Wii Series
Skylanders SWAP Force,2013-10-13,80.0,3.48,27,0,PS4,Platform,Activision,0.2,0.12,0.0,0.05,0.37,,PlayStation Consoles
Skylanders SWAP Force,2013-10-13,80.0,3.48,27,0,XOne,Platform,Activision,0.22,0.06,0.0,0.02,0.31,,Xbox Consoles
Skylanders SWAP Force,2013-10-13,80.0,3.48,27,0,3DS,Platform,Activision,0.1,0.12,0.0,0.02,0.24,,Handhelds
Yakuza: Dead Souls,2011-06-09,64.0,3.0,33,0,PS3,Shooter,Sega,0.09,0.07,0.42,0.03,0.61,,PlayStation Consoles
El Shaddai: Ascension of the Metatron,2011-04-28,76.0,3.82,32,12,PS3,Action,Ignition Entertainment,0.11,0.07,0.08,0.03,0.29,,PlayStation Consoles
El Shaddai: Ascension of the Metatron,2011-04-28,76.0,3.82,32,12,X360,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,,Xbox Consoles
The Sims Medieval,2011-03-22,78.0,3.79,84,24,PC,Simulation,Electronic Arts,0.27,0.32,0.0,0.1,0.69,,PC
SimCity (2013),2013-03-05,64.0,3.61,85,0,PC,Simulation,Electronic Arts,0.48,0.77,0.0,0.19,1.44,,PC
Mario & Luigi: Dream Team,2013-07-12,81.0,4.1,49,0,3DS,Role-Playing,Nintendo,0.89,0.57,0.46,0.13,2.06,,Handhelds
Kirby's Epic Yarn,2010-10-14,86.0,3.97,64,1,Wii,Platform,Nintendo,1.47,0.09,0.45,0.11,2.12,,Wii Series
Battle Worlds: Kronos,2013-11-03,71.0,2.25,12,4,PC,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01,14.99,PC
Kirby: Triple Deluxe,2014-01-11,80.0,4.03,58,0,3DS,Platform,Nintendo,0.61,0.34,0.79,0.09,1.82,,Handhelds
Spider-Man: Edge of Time,2011-10-04,55.0,3.52,47,0,X360,Action,Activision,0.18,0.05,0.0,0.02,0.25,,Xbox Consoles
Spider-Man: Edge of Time,2011-10-04,55.0,3.52,47,0,PS3,Action,Activision,0.13,0.07,0.0,0.03,0.23,,PlayStation Consoles
Spider-Man: Edge of Time,2011-10-04,55.0,3.52,47,0,DS,Action,Activision,0.12,0.01,0.0,0.01,0.14,,Handhelds
Spider-Man: Edge of Time,2011-10-04,55.0,3.52,47,0,3DS,Action,Activision,0.08,0.03,0.0,0.01,0.12,,Handhelds
Spider-Man: Edge of Time,2011-10-04,55.0,3.52,47,0,Wii,Action,Activision,0.06,0.02,0.0,0.01,0.09,,Wii Series
Full Auto,2011-05-17,70.0,3.68,19,0,X360,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,,Xbox Consoles
Total War: Rome II,2013-09-03,76.0,4.13,59,10,PC,Strategy,Sega,0.12,0.53,0.0,0.11,0.76,,PC
Guitar Hero: Warriors of Rock,2010-09-24,73.0,4.08,36,3,Wii,Misc,Activision,0.48,0.44,0.0,0.09,1.01,,Wii Series
Guitar Hero: Warriors of Rock,2010-09-24,73.0,4.08,36,3,X360,Misc,Activision,0.47,0.32,0.0,0.08,0.87,,Xbox Consoles
Guitar Hero: Warriors of Rock,2010-09-24,73.0,4.08,36,3,PS3,Misc,Activision,0.33,0.35,0.0,0.14,0.82,,PlayStation Consoles
Metroid: Other M,2010-08-31,79.0,3.3,46,5,Wii,Action,Nintendo,0.87,0.31,0.13,0.1,1.41,,Wii Series
Conception II: Children of the Seven Stars,2013-08-22,62.0,3.27,11,4,PSV,Role-Playing,Screenlife,0.13,0.0,0.04,0.02,0.19,14.99,Handhelds
Conception II: Children of the Seven Stars,2013-08-22,62.0,3.27,11,4,3DS,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12,14.99,Handhelds
Supreme Ruler: Cold War,2011-07-19,63.0,0.0,3,2,PC,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,6.99,PC
Skylanders Spyro's Adventure,2011-10-13,79.0,3.36,39,0,Wii,Action,Activision,1.4,1.14,0.0,0.31,2.85,,Wii Series
Skylanders Spyro's Adventure,2011-10-13,79.0,3.36,39,0,X360,Action,Activision,0.53,0.35,0.0,0.1,0.97,,Xbox Consoles
Skylanders Spyro's Adventure,2011-10-13,79.0,3.36,39,0,PS3,Action,Activision,0.39,0.4,0.0,0.16,0.95,,PlayStation Consoles
Skylanders Spyro's Adventure,2011-10-13,79.0,3.36,39,0,3DS,Action,Activision,0.32,0.2,0.0,0.05,0.57,,Handhelds
Skylanders Spyro's Adventure,2011-10-13,79.0,3.36,39,0,PC,Action,Activision,0.05,0.03,0.0,0.01,0.1,,PC
Persona Q: Shadow of the Labyrinth,2014-06-05,83.0,3.86,34,0,3DS,Role-Playing,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.71,,Handhelds
Football Manager 2013,2012-11-02,86.0,3.77,30,48,PC,Sports,Sega,0.0,0.95,0.0,0.22,1.17,,PC
Paper Mario: Sticker Star,2012-11-11,75.0,3.19,55,7,3DS,Role-Playing,Nintendo,1.12,0.39,0.64,0.12,2.27,,Handhelds
Angry Birds Rio,2011-03-22,87.0,3.56,60,2,PC,Puzzle,Focus Home Interactive,0.0,0.07,0.0,0.02,0.09,,PC
Fable: The Journey,2012-10-09,61.0,3.59,27,0,X360,Role-Playing,Microsoft Game Studios,0.18,0.09,0.0,0.02,0.29,,Xbox Consoles
Top Spin 4,2011-03-15,83.0,4.41,17,2,PS3,Sports,Take-Two Interactive,0.17,0.4,0.0,0.14,0.71,,PlayStation Consoles
Top Spin 4,2011-03-15,83.0,4.41,17,2,X360,Sports,Take-Two Interactive,0.15,0.23,0.0,0.04,0.42,,Xbox Consoles
Top Spin 4,2011-03-15,83.0,4.41,17,2,Wii,Sports,Take-Two Interactive,0.05,0.09,0.0,0.02,0.16,,Wii Series
Prison Break: The Conspiracy,2010-03-26,43.0,2.57,23,0,PS3,Action,Deep Silver,0.05,0.16,0.0,0.05,0.26,,PlayStation Consoles
Prison Break: The Conspiracy,2010-03-26,43.0,2.57,23,0,X360,Action,Deep Silver,0.07,0.12,0.0,0.02,0.21,,Xbox Consoles
Iron Man 2,2010-04-30,45.0,2.18,28,0,PS3,Action,Sega,0.14,0.19,0.0,0.07,0.4,,PlayStation Consoles
Iron Man 2,2010-04-30,45.0,2.18,28,0,PSP,Action,Sega,0.18,0.12,0.0,0.07,0.38,,Handhelds
Iron Man 2,2010-04-30,45.0,2.18,28,0,DS,Action,Sega,0.15,0.16,0.0,0.03,0.34,,Handhelds
Iron Man 2,2010-04-30,45.0,2.18,28,0,Wii,Action,Sega,0.15,0.15,0.0,0.03,0.33,,Wii Series
Iron Man 2,2010-04-30,45.0,2.18,28,0,X360,Action,Sega,0.15,0.1,0.0,0.03,0.27,,Xbox Consoles
Nintendo Land,2012-11-18,77.0,4.12,65,12,WiiU,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,,Wii Series
NEOGEO BATTLE COLISEUM,2010-06-09,65.0,3.71,7,0,PS2,Fighting,Ignition Entertainment,0.16,0.13,0.0,0.04,0.33,,PlayStation Consoles
Venetica,2010-09-03,50.0,3.32,22,3,X360,Role-Playing,DTP Entertainment,0.09,0.03,0.0,0.01,0.13,,Xbox Consoles
Venetica,2010-09-03,50.0,3.32,22,3,PS3,Role-Playing,DTP Entertainment,0.07,0.04,0.0,0.02,0.13,,PlayStation Consoles
Venetica,2010-09-03,50.0,3.32,22,3,PC,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,,PC
Sword Art Online -Hollow Fragment,2014-04-24,65.0,2.83,18,0,PSV,Role-Playing,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3,,Handhelds
Sword Art Online -Hollow Fragment,2014-04-24,65.0,2.83,18,0,PS4,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.12,,PlayStation Consoles
CRIMINAL GIRLS: Invite Only,2013-11-28,55.0,3.0,11,9,PSV,Role-Playing,Nippon Ichi Software,0.04,0.02,0.04,0.02,0.11,,Handhelds
CRIMINAL GIRLS: Invite Only,2013-11-28,55.0,3.0,11,9,PSP,Role-Playing,Nippon Ichi Software,0.0,0.0,0.08,0.0,0.08,,Handhelds
Majin and the Forsaken Kingdom,2010-11-23,73.0,3.67,24,58,PS3,Adventure,Namco Bandai Games,0.09,0.14,0.01,0.05,0.29,,PlayStation Consoles
Majin and the Forsaken Kingdom,2010-11-23,73.0,3.67,24,58,X360,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.19,,Xbox Consoles
Killzone: Mercenary,2013-09-04,78.0,3.84,38,17,PSV,Shooter,Sony Computer Entertainment Europe,0.25,0.49,0.04,0.22,1.0,,Handhelds
Dragon Ball Z: Battle of Z,2014-01-23,58.0,2.36,20,0,PS3,Fighting,Namco Bandai Games,0.1,0.11,0.06,0.05,0.33,,PlayStation Consoles
Dragon Ball Z: Battle of Z,2014-01-23,58.0,2.36,20,0,PSV,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.02,0.12,,Handhelds
Dragon Ball Z: Battle of Z,2014-01-23,58.0,2.36,20,0,X360,Fighting,Namco Bandai Games,0.01,0.06,0.0,0.01,0.08,,Xbox Consoles
Football Manager 2012,2011-10-21,84.0,4.03,37,94,PC,Sports,Sega,0.02,1.16,0.0,0.34,1.51,,PC
Football Manager 2012,2011-10-21,84.0,4.03,37,94,PSP,Sports,Sega,0.0,0.1,0.0,0.04,0.14,,Handhelds
DEATHSMILES,2010-05-28,78.0,3.75,12,2,X360,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,0.28,14.99,Xbox Consoles
The 3rd Birthday,2010-12-22,71.0,4.0,38,84,PSP,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51,,Handhelds
SAMURAI WARRIORS 4,2014-03-20,76.0,3.88,17,0,PS3,Action,Tecmo Koei,0.0,0.0,0.26,0.0,0.26,,PlayStation Consoles
SAMURAI WARRIORS 4,2014-03-20,76.0,3.88,17,0,PS4,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,,PlayStation Consoles
SAMURAI WARRIORS 4,2014-03-20,76.0,3.88,17,0,PSV,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,Handhelds
The Golf Club,2014-04-17,70.0,3.59,17,5,PS4,Sports,Unknown,0.05,0.02,0.0,0.01,0.08,22.99,PlayStation Consoles
The Golf Club,2014-04-17,70.0,3.59,17,5,XOne,Sports,Unknown,0.02,0.0,0.0,0.0,0.03,22.99,Xbox Consoles
EA SPORTS Active 2,2010-07-23,75.0,2.57,7,0,Wii,Sports,Electronic Arts,0.78,0.4,0.0,0.11,1.3,,Wii Series
EA SPORTS Active 2,2010-07-23,75.0,2.57,7,0,PS3,Sports,Electronic Arts,0.52,0.28,0.0,0.12,0.92,,PlayStation Consoles
EA SPORTS Active 2,2010-07-23,75.0,2.57,7,0,X360,Sports,Electronic Arts,0.18,0.17,0.0,0.04,0.39,,Xbox Consoles
Hyrule Warriors,2014-08-14,73.0,3.74,45,0,WiiU,Action,Nintendo,0.61,0.42,0.13,0.1,1.26,,Wii Series
Hyrule Warriors,2014-08-14,73.0,3.74,45,0,3DS,Action,Nintendo,0.16,0.12,0.11,0.03,0.42,,Handhelds
The Last Story,2012-08-14,80.0,4.2,30,2,Wii,Role-Playing,Nintendo,0.32,0.13,0.18,0.04,0.68,,Wii Series
Tomodachi Life,2014-06-06,71.0,3.94,50,0,3DS,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,,Handhelds
IL-2 Sturmovik: Cliffs of Dover,2011-03-25,60.0,3.33,9,1,PC,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,,PC
NCAA Football 11,2010-07-13,86.0,3.47,17,0,X360,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.92,,Xbox Consoles
NCAA Football 11,2010-07-13,86.0,3.47,17,0,PS3,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.84,,PlayStation Consoles
NCAA Football 11,2010-07-13,86.0,3.47,17,0,PS2,Sports,Electronic Arts,0.19,0.15,0.0,0.05,0.38,,PlayStation Consoles
NCAA Football 12,2011-07-12,82.0,3.24,17,0,X360,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,,Xbox Consoles
NCAA Football 12,2011-07-12,82.0,3.24,17,0,PS3,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83,,PlayStation Consoles
Star Fox 64 3D,2011-07-14,81.0,4.07,41,0,3DS,Shooter,Nintendo,0.48,0.27,0.13,0.07,0.94,,Handhelds
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,2010-01-12,57.0,3.25,8,1,PS3,Sports,Sega,0.09,0.2,0.0,0.07,0.35,,PlayStation Consoles
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,2010-01-12,57.0,3.25,8,1,X360,Sports,Sega,0.08,0.13,0.0,0.03,0.23,,Xbox Consoles
God of War: Origins Collection,2011-09-13,84.0,4.0,27,0,PS3,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.56,,PlayStation Consoles
Thor: God of Thunder,2011-04-28,44.0,2.76,17,0,Wii,Action,Sega,0.11,0.04,0.0,0.01,0.16,,Wii Series
Thor: God of Thunder,2011-04-28,44.0,2.76,17,0,PS3,Action,Sega,0.07,0.06,0.0,0.02,0.15,,PlayStation Consoles
Thor: God of Thunder,2011-04-28,44.0,2.76,17,0,X360,Action,Sega,0.09,0.04,0.0,0.01,0.15,,Xbox Consoles
Thor: God of Thunder,2011-04-28,44.0,2.76,17,0,DS,Action,Sega,0.09,0.03,0.0,0.01,0.13,,Handhelds
Thor: God of Thunder,2011-04-28,44.0,2.76,17,0,3DS,Action,Sega,0.06,0.03,0.0,0.01,0.1,,Handhelds
Captain America: Super Soldier,2011-07-14,57.0,3.3,20,7,PS3,Action,Sega,0.1,0.07,0.0,0.03,0.2,,PlayStation Consoles
Captain America: Super Soldier,2011-07-14,57.0,3.3,20,7,X360,Action,Sega,0.11,0.05,0.0,0.01,0.18,,Xbox Consoles
Captain America: Super Soldier,2011-07-14,57.0,3.3,20,7,3DS,Action,Sega,0.05,0.02,0.0,0.01,0.08,,Handhelds
Captain America: Super Soldier,2011-07-14,57.0,3.3,20,7,Wii,Action,Sega,0.05,0.0,0.0,0.0,0.06,,Wii Series
Captain America: Super Soldier,2011-07-14,57.0,3.3,20,7,DS,Action,Sega,0.05,0.0,0.0,0.0,0.05,,Handhelds
Sengoku Basara: Samurai Heroes,2010-07-29,61.0,3.74,19,0,PS3,Action,Capcom,0.17,0.04,0.4,0.03,0.65,,PlayStation Consoles
Sengoku Basara: Samurai Heroes,2010-07-29,61.0,3.74,19,0,Wii,Action,Capcom,0.08,0.02,0.2,0.01,0.3,,Wii Series
NCAA Football 14,2013-07-09,77.0,3.91,22,13,X360,Sports,Electronic Arts,1.01,0.0,0.0,0.06,1.07,,Xbox Consoles
NCAA Football 14,2013-07-09,77.0,3.91,22,13,PS3,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.8,,PlayStation Consoles
NCAA Football 13,2012-07-10,78.0,2.87,15,0,X360,Action,Electronic Arts,1.02,0.0,0.0,0.06,1.08,,Xbox Consoles
NCAA Football 13,2012-07-10,78.0,2.87,15,0,PS3,Action,Electronic Arts,0.82,0.0,0.0,0.06,0.87,,PlayStation Consoles
Mario Party 9,2012-03-11,73.0,3.16,38,1,Wii,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,,Wii Series
Quantum Theory,2010-09-28,40.0,2.46,13,0,PS3,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,,PlayStation Consoles
Quantum Theory,2010-09-28,40.0,2.46,13,0,X360,Shooter,Tecmo Koei,0.06,0.02,0.0,0.01,0.09,,Xbox Consoles
Cities XL 2012,2011-10-20,61.0,3.57,7,3,PC,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,,PC
Ben 10 Ultimate Alien: Cosmic Destruction,2010-10-05,51.0,3.45,20,0,DS,Platform,D3Publisher,0.22,0.08,0.0,0.03,0.32,,Handhelds
Ben 10 Ultimate Alien: Cosmic Destruction,2010-10-05,51.0,3.45,20,0,Wii,Platform,D3Publisher,0.17,0.1,0.0,0.02,0.29,,Wii Series
Ben 10 Ultimate Alien: Cosmic Destruction,2010-10-05,51.0,3.45,20,0,PS3,Platform,D3Publisher,0.12,0.09,0.0,0.04,0.25,,PlayStation Consoles
Ben 10 Ultimate Alien: Cosmic Destruction,2010-10-05,51.0,3.45,20,0,PSP,Platform,D3Publisher,0.1,0.09,0.0,0.05,0.24,,Handhelds
Ben 10 Ultimate Alien: Cosmic Destruction,2010-10-05,51.0,3.45,20,0,PS2,Platform,D3Publisher,0.13,0.06,0.0,0.04,0.22,,PlayStation Consoles
Ben 10 Ultimate Alien: Cosmic Destruction,2010-10-05,51.0,3.45,20,0,X360,Platform,D3Publisher,0.1,0.06,0.0,0.02,0.18,,Xbox Consoles
MINDJACK,2011-01-18,44.0,2.41,17,0,PS3,Shooter,Square Enix,0.07,0.08,0.0,0.03,0.18,,PlayStation Consoles
MINDJACK,2011-01-18,44.0,2.41,17,0,X360,Shooter,Square Enix,0.07,0.02,0.0,0.01,0.1,,Xbox Consoles
X-Men Destiny,2011-09-27,48.0,2.4,15,0,PS3,Action,Activision,0.14,0.08,0.0,0.03,0.25,,PlayStation Consoles
X-Men Destiny,2011-09-27,48.0,2.4,15,0,X360,Action,Activision,0.18,0.05,0.0,0.02,0.24,,Xbox Consoles
X-Men Destiny,2011-09-27,48.0,2.4,15,0,Wii,Action,Activision,0.08,0.02,0.0,0.01,0.11,,Wii Series
X-Men Destiny,2011-09-27,48.0,2.4,15,0,DS,Action,Activision,0.05,0.01,0.0,0.0,0.06,,Handhelds
Valkyria Chronicles II,2010-01-21,83.0,3.64,22,22,PSP,Role-Playing,Sega,0.12,0.16,0.18,0.09,0.54,,Handhelds
Professor Layton and the Azran Legacy,2013-02-28,81.0,4.48,27,0,3DS,Puzzle,Nintendo,0.0,0.48,0.25,0.06,0.78,,Handhelds
Code of Princess,2012-04-19,53.0,2.5,8,2,3DS,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2,10.99,Handhelds
15 Days,2010-06-24,63.0,0.0,5,1,PC,Adventure,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,8.99,PC
Dead to Rights: Retribution,2010-04-23,60.0,3.28,18,0,PS3,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28,,PlayStation Consoles
Dead to Rights: Retribution,2010-04-23,60.0,3.28,18,0,X360,Shooter,Namco Bandai Games,0.11,0.08,0.0,0.02,0.21,,Xbox Consoles
Sorcery Saga: The Curse of the Great Curry God,2013-03-28,65.0,2.64,14,4,PSV,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03,,Handhelds
Silent Hill: HD Collection,2012-03-20,70.0,3.22,32,1,PS3,Action,Konami Digital Entertainment,0.15,0.11,0.03,0.05,0.34,,PlayStation Consoles
Silent Hill: HD Collection,2012-03-20,70.0,3.22,32,1,X360,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,,Xbox Consoles
Yo-kai Watch,2013-07-11,76.0,4.1,29,0,3DS,Role-Playing,Nintendo,0.21,0.3,1.33,0.04,1.89,,Handhelds
Tiger Woods PGA Tour 11,2010-05-13,78.0,2.43,7,0,PS3,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84,,PlayStation Consoles
Tiger Woods PGA Tour 11,2010-05-13,78.0,2.43,7,0,Wii,Sports,Electronic Arts,0.24,0.26,0.0,0.06,0.56,,Wii Series
Tiger Woods PGA Tour 11,2010-05-13,78.0,2.43,7,0,X360,Sports,Electronic Arts,0.28,0.2,0.0,0.05,0.53,,Xbox Consoles
Football Manager 2011,2010-11-05,80.0,3.95,21,116,PC,Sports,Sega,0.0,1.01,0.0,0.25,1.26,,PC
The Witch and the Hundred Knight,2013-07-25,58.0,3.33,6,0,PS3,Role-Playing,Nippon Ichi Software,0.06,0.02,0.1,0.01,0.2,,PlayStation Consoles
The Witch and the Hundred Knight,2013-07-25,58.0,3.33,6,0,PS4,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.08,,PlayStation Consoles
Atelier Escha & Logy: Alchemists of the Dusk Sky,2013-06-27,77.0,3.6,10,0,PS3,Role-Playing,Tecmo Koei,0.06,0.04,0.1,0.02,0.22,,PlayStation Consoles
Atelier Escha & Logy: Alchemists of the Dusk Sky,2013-06-27,77.0,3.6,10,0,PSV,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,Handhelds
TETRIS,2011-12-01,65.0,3.91,21,7,GB,Puzzle,Nintendo,23.2,2.26,4.22,0.58,30.26,,Handhelds
TETRIS,2011-12-01,65.0,3.91,21,7,NES,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,,Nintendo Consoles
The Sly Collection,2010-11-09,85.0,4.46,21,1,PS3,Platform,Sony Computer Entertainment,0.52,0.09,0.01,0.07,0.69,,PlayStation Consoles
Yar's Revenge,2011-03-30,56.0,0.0,3,1,2600,Shooter,Atari,0.73,0.04,0.0,0.01,0.78,6.99,Other
Golden Sun: Dark Dawn,2010-11-29,79.0,4.26,23,28,DS,Role-Playing,Nintendo,0.56,0.11,0.13,0.05,0.84,,Handhelds
The Wonderful 101,2013-08-23,78.0,3.64,19,0,WiiU,Action,Nintendo,0.2,0.1,0.08,0.03,0.41,,Wii Series
The Adventures of Tintin: The Game,2011-10-21,59.0,3.73,26,0,Wii,Action,Ubisoft,0.13,0.17,0.0,0.04,0.34,,Wii Series
The Adventures of Tintin: The Game,2011-10-21,59.0,3.73,26,0,PS3,Action,Ubisoft,0.06,0.16,0.0,0.05,0.27,,PlayStation Consoles
The Adventures of Tintin: The Game,2011-10-21,59.0,3.73,26,0,X360,Action,Ubisoft,0.07,0.14,0.0,0.03,0.25,,Xbox Consoles
The Adventures of Tintin: The Game,2011-10-21,59.0,3.73,26,0,3DS,Action,Ubisoft,0.05,0.09,0.0,0.02,0.15,,Handhelds
Kinect Adventures!,2010-11-04,61.0,3.46,40,0,X360,Misc,Microsoft Game Studios,14.97,4.94,0.24,1.67,21.82,,Xbox Consoles
Motionsports,2010-11-04,40.0,2.2,10,0,X360,Sports,Ubisoft,0.38,0.26,0.0,0.06,0.7,,Xbox Consoles
Shin Megami Tensei: Strange Journey,2010-03-23,80.0,4.29,17,0,DS,Role-Playing,Atlus,0.14,0.0,0.14,0.01,0.29,,Handhelds
Pandora's Tower,2013-04-16,73.0,4.37,19,0,Wii,Role-Playing,Nintendo,0.13,0.1,0.08,0.03,0.33,,Wii Series
NOBUNAGA'S AMBITION: Sphere of Influence,2013-11-14,70.0,0.0,4,8,PSV,Strategy,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,49.99,Handhelds
NOBUNAGA'S AMBITION: Sphere of Influence,2013-11-14,70.0,0.0,4,8,PS4,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,49.99,PlayStation Consoles
THEATRHYTHM FINAL FANTASY,2012-02-16,74.0,3.64,22,2,3DS,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5,,Handhelds
LittleBigPlanet (PS Vita),2012-09-25,88.0,3.82,22,0,PSV,Platform,Sony Computer Entertainment,0.4,0.72,0.02,0.33,1.47,,Handhelds
Cities XL 2011,2010-10-15,70.0,3.44,9,3,PC,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,,PC
Mind Zero,2013-08-01,59.0,1.0,6,1,PSV,Role-Playing,GungHo,0.08,0.0,0.04,0.02,0.15,14.99,Handhelds
MLB 11 The Show,2011-03-08,90.0,3.57,14,4,PS3,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.58,,PlayStation Consoles
MLB 11 The Show,2011-03-08,90.0,3.57,14,4,PSP,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.01,0.16,,Handhelds
MLB 11 The Show,2011-03-08,90.0,3.57,14,4,PS2,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,,PlayStation Consoles
Toukiden: The Age of Demons,2014-02-11,71.0,2.77,11,0,PSV,Action,Tecmo Koei,0.05,0.05,0.25,0.03,0.38,,Handhelds
Toukiden: The Age of Demons,2014-02-11,71.0,2.77,11,0,PSP,Action,Tecmo Koei,0.0,0.0,0.18,0.0,0.18,,Handhelds
The Sims 3: Ambitions,2010-06-01,74.0,4.04,24,9,PC,Simulation,Electronic Arts,0.0,0.29,0.0,0.18,0.47,,PC
WARRIORS OROCHI 3,2011-12-22,75.0,3.67,9,0,PS3,Action,Ubisoft Annecy,0.0,0.04,0.57,0.01,0.62,,PlayStation Consoles
WARRIORS OROCHI 3,2011-12-22,75.0,3.67,9,0,X360,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16,,Xbox Consoles
WARRIORS OROCHI 3,2011-12-22,75.0,3.67,9,0,PS4,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,,PlayStation Consoles
WARRIORS OROCHI 3,2011-12-22,75.0,3.67,9,0,PSP,Action,Ubisoft Annecy,0.0,0.0,0.11,0.0,0.11,,Handhelds
WARRIORS OROCHI 3,2011-12-22,75.0,3.67,9,0,PSV,Action,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,Handhelds
WARRIORS OROCHI 3,2011-12-22,75.0,3.67,9,0,XOne,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04,,Xbox Consoles
Darkspore,2011-04-26,65.0,3.0,12,3,PC,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,,PC
Total War: Shogun 2 - Fall of the Samurai,2012-03-22,86.0,4.33,15,0,PC,Strategy,Sega,0.07,0.1,0.0,0.03,0.2,,PC
Fist of the North Star: Ken's Rage,2010-03-25,60.0,0.0,4,5,PS3,Action,Ubisoft Annecy,0.06,0.03,0.55,0.02,0.66,,PlayStation Consoles
